state,state_abbreviation,county,fips,Hillary Clinton,Donald Trump,population,education,income
Nebraska,NE,Sherman,31163.0,11,263,3074,90.1,24837
Nebraska,NE,Sioux,31165.0,12,191,1303,91.2,31517
Nebraska,NE,Stanton,31167.0,19,537,6069,91.8,23131
Nebraska,NE,Thayer,31169.0,40,466,5230,91.4,26965
Nebraska,NE,Thomas,31171.0,1,176,687,94.5,30116
Nebraska,NE,Thurston,31173.0,24,238,6969,86.3,17106
Nebraska,NE,Valley,31175.0,35,514,4204,93.9,23227
Nebraska,NE,Washington,31177.0,136,2296,20258,95.0,29328
Nebraska,NE,Wayne,31179.0,58,706,9431,94.0,24448
Nebraska,NE,Webster,31181.0,16,370,3658,91.1,21423
Nebraska,NE,Wheeler,31183.0,3,79,766,95.2,25898
Nebraska,NE,York,31185.0,36,1048,13917,94.2,28207
Nevada,NV,Carson City,32510.0,79,1066,54522,86.4,26264
Nevada,NV,Churchill,32001.0,46,538,23989,89.2,24716
Nevada,NV,Clark,32003.0,4767,20132,2069681,83.9,26217
Nevada,NV,Douglas,32005.0,85,1683,47536,92.7,34123
Nevada,NV,Elko,32007.0,38,600,52766,83.2,28358
Nevada,NV,Esmeralda,32009.0,7,46,822,83.3,20862
Nevada,NV,Eureka,32011.0,3,81,2018,89.2,28056
Nevada,NV,Humboldt,32013.0,27,361,17279,82.9,26515
Nevada,NV,Lander,32015.0,20,165,6009,81.1,29800
Nevada,NV,Lincoln,32017.0,38,82,5184,82.7,22879
Nevada,NV,Lyon,32019.0,80,1399,51789,84.3,21757
Nevada,NV,Mineral,32021.0,39,97,4500,88.1,23146
Nevada,NV,Nye,32023.0,94,980,42282,83.3,21838
Nevada,NV,Pershing,32027.0,32,118,6698,78.9,18203
Nevada,NV,Storey,32029.0,31,161,3912,93.9,33472
Nevada,NV,Washoe,32031.0,863,6850,440078,86.9,28670
Nevada,NV,White Pine,32033.0,47,172,10034,86.0,24435
New Jersey,NJ,Atlantic,34001.0,11018,11921,275209,84.4,27391
New Jersey,NJ,Bergen,34003.0,55264,34395,933572,91.3,43347
New Jersey,NJ,Burlington,34005.0,32712,20602,449722,91.9,36835
New Jersey,NJ,Camden,34007.0,43720,13329,511038,87.1,30592
New Jersey,NJ,Cape May,34009.0,3964,8338,95344,89.1,32948
New Jersey,NJ,Cumberland,34011.0,6875,4949,157389,77.0,22524
New Jersey,NJ,Essex,34013.0,75071,11600,795723,83.5,32181
New Jersey,NJ,Gloucester,34015.0,17954,11857,290951,90.9,32600
New Jersey,NJ,Hudson,34017.0,49798,6506,669115,81.9,32641
New Jersey,NJ,Hunterdon,34019.0,5373,12450,126067,94.2,50349
New Jersey,NJ,Mercer,34021.0,29505,8669,371537,87.3,37465
New Jersey,NJ,Middlesex,34023.0,47978,20995,836297,88.8,34345
New Jersey,NJ,Monmouth,34025.0,30835,35209,629279,92.2,42749
New Jersey,NJ,Morris,34027.0,24226,38252,499727,93.5,48814
New Jersey,NJ,Ocean,34029.0,19572,44672,586301,89.8,30477
New Jersey,NJ,Passaic,34031.0,29538,16662,508856,81.9,27152
New Jersey,NJ,Salem,34033.0,2814,2994,64715,86.0,28772
New Jersey,NJ,Somerset,34035.0,19667,16861,332568,93.2,47803
New Jersey,NJ,Sussex,34037.0,3982,14024,144909,93.4,37949
New Jersey,NJ,Union,34039.0,40972,12387,552939,85.3,35089
New Jersey,NJ,Warren,34041.0,3399,10025,106917,89.7,33555
New Mexico,NM,Bernalillo,35001.0,36937,21184,675551,87.4,26814
New Mexico,NM,Catron,35003.0,115,501,3556,88.1,20616
New Mexico,NM,Chaves,35005.0,1238,3612,65878,77.7,19492
New Mexico,NM,Cibola,35006.0,1586,676,27349,79.9,16129
New Mexico,NM,Colfax,35007.0,949,568,12680,86.6,21387
New Mexico,NM,Curry,35009.0,672,2583,50969,81.5,21259
New Mexico,NM,DeBaca,35011.0,96,151,1825,80.7,24879
New Mexico,NM,Dona Ana,35013.0,9097,4889,213676,77.5,19565
New Mexico,NM,Eddy,35015.0,1566,3409,56395,80.9,28438
New Mexico,NM,Grant,35017.0,2272,1248,29096,83.7,22755
New Mexico,NM,Guadalupe,35019.0,399,66,4468,79.4,14198
New Mexico,NM,Harding,35021.0,75,107,683,89.8,25686
New Mexico,NM,Hidalgo,35023.0,515,282,4560,78.0,18392
New Mexico,NM,Lea,35025.0,705,3112,69999,71.3,22484
New Mexico,NM,Lincoln,35027.0,515,2179,19706,86.0,25449
New Mexico,NM,Los Alamos,35028.0,1424,787,17682,97.0,51044
New Mexico,NM,Luna,35029.0,917,1123,24673,68.5,16114
New Mexico,NM,McKinley,35031.0,4761,755,74098,73.0,12679
New Mexico,NM,Mora,35033.0,986,123,4592,84.1,20543
New Mexico,NM,Otero,35035.0,1324,3256,65082,83.7,19880
New Mexico,NM,Quay,35037.0,473,695,8501,81.5,17936
New Mexico,NM,Rio Arriba,35039.0,4915,465,39777,79.2,20014
New Mexico,NM,Roosevelt,35041.0,281,966,19536,80.4,17477
New Mexico,NM,San Juan,35045.0,3019,5749,123785,81.6,21260
New Mexico,NM,San Miguel,35047.0,3418,344,28239,83.9,17926
New Mexico,NM,Sandoval,35043.0,7448,5676,137608,90.8,26924
New Mexico,NM,Santa Fe,35049.0,16087,2862,148164,87.0,32298
New Mexico,NM,Sierra,35051.0,400,1013,11325,84.0,17752
New Mexico,NM,Socorro,35053.0,1050,749,17310,78.7,18104
New Mexico,NM,Taos,35055.0,3285,457,33084,87.5,21333
New Mexico,NM,Torrance,35057.0,649,1016,15611,80.7,18675
New Mexico,NM,Union,35059.0,154,313,4297,77.3,18472
New Mexico,NM,Valencia,35061.0,3123,2614,75817,80.7,19623
New York,NY,Albany,36001.0,18450,6381,308171,92.1,32328
New York,NY,Allegany,36003.0,762,2702,47736,88.3,20978
New York,NY,Bronx,36005.0,95772,4261,1438159,69.9,18171
New York,NY,Brooklyn,36047.0,174236,14984,2621793,78.5,25289
New York,NY,Broome,36007.0,7035,8409,197349,89.6,24835
New York,NY,Cattaraugus,36009.0,1718,3503,78600,87.5,22049
New York,NY,Cayuga,36011.0,2383,3024,78823,86.3,24702
New York,NY,Chautauqua,36013.0,3483,4648,132053,87.4,22168
New York,NY,Chemung,36015.0,2520,3982,87770,88.8,25329
New York,NY,Chenango,36017.0,958,2384,49426,86.7,22097
New York,NY,Clinton,36019.0,1550,2364,81632,84.6,24676
New York,NY,Columbia,36021.0,2481,2522,62122,87.2,33613
New York,NY,Cortland,36023.0,1402,1627,49024,90.1,23179
New York,NY,Delaware,36025.0,1067,2683,46581,86.7,23677
New York,NY,Dutchess,36027.0,11005,12447,296579,89.6,33594
New York,NY,Erie,36029.0,50199,37607,922835,89.8,27978
New York,NY,Essex,36031.0,708,1796,38679,87.5,26582
New York,NY,Franklin,36033.0,961,1374,51262,83.6,21575
New York,NY,Fulton,36035.0,881,3257,54105,85.4,23839
New York,NY,Genesee,36037.0,1262,3673,59162,90.3,25403
New York,NY,Greene,36039.0,1062,2538,47967,86.4,25700
New York,NY,Hamilton,36041.0,123,501,4715,89.9,28265
New York,NY,Herkimer,36043.0,1377,3955,63744,88.7,23418
New York,NY,Jefferson,36045.0,2379,4939,119103,88.1,23078
New York,NY,Lewis,36049.0,449,1559,27220,87.6,22942
New York,NY,Livingston,36051.0,1611,3744,64586,89.2,23978
New York,NY,Madison,36053.0,1880,2968,72369,90.3,25230
New York,NY,Manhattan,36061.0,177496,10393,1636268,86.0,62498
New York,NY,Monroe,36055.0,37309,27055,749857,89.6,28732
New York,NY,Montgomery,36057.0,1185,1957,49779,83.3,23417
New York,NY,Nassau,36059.0,70947,66989,1358627,90.2,42400
New York,NY,Niagara,36063.0,7694,10940,213525,89.9,25991
New York,NY,Oneida,36065.0,6054,10832,232871,86.6,25103
New York,NY,Onondaga,36067.0,20397,14372,468196,89.9,28746
New York,NY,Ontario,36069.0,2884,4122,109707,91.8,29904
New York,NY,Orange,36071.0,12239,16130,376099,87.7,30583
New York,NY,Orleans,36073.0,650,2532,41984,85.5,22255
New York,NY,Oswego,36075.0,2424,6151,120913,86.4,23126
New York,NY,Otsego,36077.0,1817,2573,61128,89.6,24165
New York,NY,Putnam,36079.0,3477,5757,99487,92.2,40309
New York,NY,Queens,36081.0,122386,19165,2321580,80.1,26495
New York,NY,Rensselaer,36083.0,4738,4559,159774,90.3,29987
New York,NY,Rockland,36087.0,16966,8835,323866,87.5,34591
New York,NY,Saint Lawrence,36089.0,2865,3617,111400,87.1,22198
New York,NY,Saratoga,36091.0,7206,11204,224921,93.4,35176
New York,NY,Schenectady,36093.0,6146,4283,155735,90.4,28319
New York,NY,Schoharie,36095.0,622,1419,31566,87.5,26584
New York,NY,Schuyler,36097.0,491,938,18479,89.1,24173
New York,NY,Seneca,36099.0,1042,1516,34884,84.8,23115
New York,NY,Staten Island,36085.0,16127,20263,473279,88.0,31823
New York,NY,Steuben,36101.0,1970,5957,98394,88.2,25371
New York,NY,Suffolk,36103.0,49926,69379,1502968,89.9,36945
New York,NY,Sullivan,36105.0,2088,2563,75943,84.5,24963
New York,NY,Tioga,36107.0,1232,2801,49870,90.9,27230
New York,NY,Tompkins,36109.0,5625,1723,104691,93.1,27418
New York,NY,Ulster,36111.0,6927,6042,180445,88.7,30442
New York,NY,Warren,36113.0,1639,3489,64973,90.8,30351
New York,NY,Washington,36115.0,1167,2337,62372,87.6,24168
New York,NY,Wayne,36117.0,1859,4285,92051,88.7,25327
New York,NY,Westchester,36119.0,69628,22958,972634,87.6,47984
New York,NY,Wyoming,36121.0,594,2668,41188,86.3,22700
New York,NY,Yates,36123.0,552,1296,25208,85.6,24457
North Carolina,NC,Alamance,37001.0,7374,6507,155792,83.0,23166
North Carolina,NC,Alexander,37003.0,1148,2608,37392,79.3,20440
North Carolina,NC,Alleghany,37005.0,563,790,10879,79.4,19510
North Carolina,NC,Anson,37007.0,2307,612,25765,76.3,16752
North Carolina,NC,Ashe,37009.0,1219,1993,27126,81.4,20838
North Carolina,NC,Avery,37011.0,326,1785,17773,81.5,21598
North Carolina,NC,Beaufort,37013.0,2934,3165,47585,81.7,21636
North Carolina,NC,Bertie,37015.0,2065,345,20106,72.6,17096
North Carolina,NC,Bladen,37017.0,3442,1399,34657,74.7,19154
North Carolina,NC,Brunswick,37019.0,7192,11584,118836,86.3,26839
North Carolina,NC,Buncombe,37021.0,17604,8430,250539,89.0,26159
North Carolina,NC,Burke,37023.0,3511,4985,89486,76.7,19701
North Carolina,NC,Cabarrus,37025.0,8096,11300,192103,86.4,25247
North Carolina,NC,Caldwell,37027.0,2156,5599,81484,75.7,19228
North Carolina,NC,Camden,37029.0,468,749,10331,86.3,25620
North Carolina,NC,Carteret,37031.0,2946,7077,68811,88.3,27496
North Carolina,NC,Caswell,37033.0,1701,995,23082,73.2,17975
North Carolina,NC,Catawba,37035.0,5310,10991,154534,82.3,23232
North Carolina,NC,Chatham,37037.0,7406,3121,68698,85.8,31175
North Carolina,NC,Cherokee,37039.0,1024,2843,27141,81.9,18340
North Carolina,NC,Chowan,37041.0,974,694,14572,79.7,19240
North Carolina,NC,Clay,37043.0,487,1215,10581,86.9,22081
North Carolina,NC,Cleveland,37045.0,4880,4668,97076,82.0,20062
North Carolina,NC,Columbus,37047.0,3628,2162,56953,79.2,19275
North Carolina,NC,Craven,37049.0,5187,5608,104510,87.2,24260
North Carolina,NC,Cumberland,37051.0,22744,10763,326328,89.2,23067
North Carolina,NC,Currituck,37053.0,780,2368,24976,85.0,25854
North Carolina,NC,Dare,37055.0,2003,2650,35104,91.5,30529
North Carolina,NC,Davidson,37057.0,4489,10964,164072,80.4,22549
North Carolina,NC,Davie,37059.0,1377,3847,41434,85.4,26319
North Carolina,NC,Duplin,37061.0,3036,2300,59882,71.4,17122
North Carolina,NC,Durham,37063.0,35845,4381,294460,86.9,29347
North Carolina,NC,Edgecombe,37065.0,6411,1160,54933,79.5,16971
North Carolina,NC,Forsyth,37067.0,24446,14043,365298,87.0,26541
North Carolina,NC,Franklin,37069.0,4951,2984,62860,81.2,21399
North Carolina,NC,Gaston,37071.0,7697,11528,211127,81.0,22658
North Carolina,NC,Gates,37073.0,749,387,11567,83.3,21187
North Carolina,NC,Graham,37075.0,321,845,8644,78.6,19780
North Carolina,NC,Granville,37077.0,4693,2215,58500,81.1,22295
North Carolina,NC,Greene,37079.0,1643,603,21093,76.0,18441
North Carolina,NC,Guilford,37081.0,37880,18445,512119,87.9,26461
North Carolina,NC,Halifax,37083.0,6224,1274,52970,75.8,17937
North Carolina,NC,Harnett,37085.0,4655,4943,126666,84.4,20310
North Carolina,NC,Haywood,37087.0,3748,3092,59471,86.1,24536
North Carolina,NC,Henderson,37089.0,4811,6972,111149,87.5,25670
North Carolina,NC,Hertford,37091.0,2926,359,24308,77.5,17863
North Carolina,NC,Hoke,37093.0,3528,1331,51611,84.0,18761
North Carolina,NC,Hyde,37095.0,459,218,5676,78.8,18408
North Carolina,NC,Iredell,37097.0,5888,12861,166675,85.9,26467
North Carolina,NC,Jackson,37099.0,2022,1624,40981,85.0,21014
North Carolina,NC,Johnston,37101.0,7992,10189,181423,83.2,22410
North Carolina,NC,Jones,37103.0,910,576,10076,83.8,20105
North Carolina,NC,Lee,37105.0,3224,2387,59662,80.2,21449
North Carolina,NC,Lenoir,37107.0,4731,2277,58485,79.0,19760
North Carolina,NC,Lincoln,37109.0,2812,6293,79829,83.6,25550
North Carolina,NC,Macon,37113.0,1548,2870,33875,85.7,23213
North Carolina,NC,Madison,37115.0,1201,970,21157,80.8,19902
North Carolina,NC,Martin,37117.0,2469,793,23454,81.5,18783
North Carolina,NC,McDowell,37111.0,1353,2552,44965,80.8,18932
North Carolina,NC,Mecklenburg,37119.0,71265,28531,1012539,88.8,32482
North Carolina,NC,Mitchell,37121.0,314,1775,15311,81.3,21404
North Carolina,NC,Montgomery,37123.0,1366,1432,27395,71.8,18865
North Carolina,NC,Moore,37125.0,4679,7347,93077,89.7,28913
North Carolina,NC,Nash,37127.0,8554,4379,94357,83.1,22880
North Carolina,NC,New Hanover,37129.0,12240,12631,216298,90.6,29679
North Carolina,NC,Northampton,37131.0,3195,557,20463,72.9,17919
North Carolina,NC,Onslow,37133.0,4560,8343,187589,90.2,21084
North Carolina,NC,Orange,37135.0,17546,2880,140420,91.0,34465
North Carolina,NC,Pamlico,37137.0,922,999,12948,85.7,23724
North Carolina,NC,Pasquotank,37139.0,2471,1355,39787,83.7,22745
North Carolina,NC,Pender,37141.0,2880,4033,56250,86.7,23526
North Carolina,NC,Perquimans,37143.0,711,726,13466,83.7,23809
North Carolina,NC,Person,37145.0,2954,1872,39132,83.0,21292
North Carolina,NC,Pitt,37147.0,11856,5556,175354,85.8,23029
North Carolina,NC,Polk,37149.0,1099,1624,20357,87.0,24611
North Carolina,NC,Randolph,37151.0,2969,9108,142778,78.0,20523
North Carolina,NC,Richmond,37153.0,2941,1464,45733,80.1,17236
North Carolina,NC,Robeson,37155.0,8457,2090,134760,71.5,15343
North Carolina,NC,Rockingham,37157.0,4464,4911,91696,79.0,21102
North Carolina,NC,Rowan,37159.0,5031,9369,138630,81.0,20912
North Carolina,NC,Rutherford,37161.0,2382,4128,66600,81.6,19551
North Carolina,NC,Sampson,37163.0,3790,3360,64050,75.0,19479
North Carolina,NC,Scotland,37165.0,2671,956,35576,77.6,15679
North Carolina,NC,Stanly,37167.0,2153,5202,60600,80.6,20504
North Carolina,NC,Stokes,37169.0,1433,3776,46419,81.1,21311
North Carolina,NC,Surry,37171.0,2380,4213,72968,75.3,20219
North Carolina,NC,Swain,37173.0,666,621,14274,82.1,19626
North Carolina,NC,Transylvania,37175.0,1794,1932,33045,88.4,23757
North Carolina,NC,Tyrrell,37177.0,266,141,4115,71.5,16658
North Carolina,NC,Union,37179.0,7630,12641,218568,87.8,28894
North Carolina,NC,Vance,37181.0,4561,1017,44614,75.6,17905
North Carolina,NC,Wake,37183.0,77927,35174,998691,91.6,33166
North Carolina,NC,Warren,37185.0,2827,523,20231,76.5,19052
North Carolina,NC,Washington,37187.0,1374,282,12570,79.0,18779
North Carolina,NC,Watauga,37189.0,2514,2321,52560,89.0,21854
North Carolina,NC,Wayne,37191.0,7546,4954,124456,81.7,21557
North Carolina,NC,Wilkes,37193.0,2107,5889,68838,74.2,19029
North Carolina,NC,Wilson,37195.0,6408,3140,81401,78.5,20972
North Carolina,NC,Yadkin,37197.0,832,3436,37792,78.8,22726
North Carolina,NC,Yancey,37199.0,1134,1174,17614,83.2,20257
Ohio,OH,Adams,39001.0,877,2594,28129,76.7,18235
Ohio,OH,Allen,39003.0,3670,7193,105040,88.4,22295
Ohio,OH,Ashland,39005.0,1451,3793,53035,87.1,21940
Ohio,OH,Ashtabula,39007.0,5320,6127,99175,85.1,20011
Ohio,OH,Athens,39009.0,3533,2621,64713,89.4,17019
Ohio,OH,Auglaize,39011.0,1031,4284,45841,91.4,25323
Ohio,OH,Belmont,39013.0,3982,5313,69461,87.7,22380
Ohio,OH,Brown,39015.0,1562,4564,44116,81.5,21206
Ohio,OH,Butler,39017.0,12874,27211,374158,88.9,26813
Ohio,OH,Carroll,39019.0,1084,2702,28187,85.1,21783
Ohio,OH,Champaign,39021.0,1226,3370,39128,87.4,23358
Ohio,OH,Clark,39023.0,7107,9953,136554,86.1,22780
Ohio,OH,Clermont,39025.0,5642,17186,201560,88.3,28761
Ohio,OH,Clinton,39027.0,909,3938,41835,87.7,22026
Ohio,OH,Columbiana,39029.0,4106,8823,105686,86.5,21575
Ohio,OH,Coshocton,39031.0,1358,2747,36516,84.9,20526
Ohio,OH,Crawford,39033.0,1344,3060,42480,86.8,21478
Ohio,OH,Cuyahoga,39035.0,125914,45884,1259828,87.5,27423
Ohio,OH,Darke,39037.0,1246,5437,52196,87.0,22511
Ohio,OH,Defiance,39039.0,1507,2595,38510,88.4,22739
Ohio,OH,Delaware,39041.0,9552,11146,189113,96.0,40189
Ohio,OH,Erie,39043.0,5449,4902,75828,89.3,26135
Ohio,OH,Fairfield,39045.0,6408,9838,150381,91.5,27031
Ohio,OH,Fayette,39047.0,760,1902,28800,83.4,20603
Ohio,OH,Franklin,39049.0,84654,35224,1231393,89.7,28283
Ohio,OH,Fulton,39051.0,1480,2944,42580,88.6,24771
Ohio,OH,Gallia,39053.0,945,2900,30397,81.3,21168
Ohio,OH,Geauga,39055.0,4171,8101,94295,90.9,34455
Ohio,OH,Greene,39057.0,6672,13137,163820,92.4,30040
Ohio,OH,Guernsey,39059.0,1440,3029,39590,84.9,20537
Ohio,OH,Hamilton,39061.0,57687,40951,806631,88.6,29681
Ohio,OH,Hancock,39063.0,2062,5744,75337,91.7,26139
Ohio,OH,Hardin,39065.0,771,1953,31796,86.8,19626
Ohio,OH,Harrison,39067.0,818,1424,15543,85.7,21029
Ohio,OH,Henry,39069.0,977,1981,27937,90.4,23347
Ohio,OH,Highland,39071.0,1119,3831,43045,82.2,19348
Ohio,OH,Hocking,39073.0,1204,2007,28725,86.7,21037
Ohio,OH,Holmes,39075.0,561,1845,43898,55.2,17177
Ohio,OH,Huron,39077.0,2036,3789,58714,87.7,22257
Ohio,OH,Jackson,39079.0,1010,3018,32748,81.4,19405
Ohio,OH,Jefferson,39081.0,4328,5695,67694,89.0,22324
Ohio,OH,Knox,39083.0,1902,4100,61167,88.1,23878
Ohio,OH,Lake,39085.0,12506,17306,229230,91.2,29132
Ohio,OH,Lawrence,39087.0,2654,5764,61623,85.0,21365
Ohio,OH,Licking,39089.0,6785,10932,169390,89.2,26716
Ohio,OH,Logan,39091.0,1012,4064,45507,86.1,22878
Ohio,OH,Lorain,39093.0,21144,16286,304216,88.8,26030
Ohio,OH,Lucas,39095.0,32137,17403,435286,87.8,23885
Ohio,OH,Madison,39097.0,1225,2566,43918,85.7,24014
Ohio,OH,Mahoning,39099.0,21000,17139,233204,88.6,23975
Ohio,OH,Marion,39101.0,2585,4091,65720,85.5,20624
Ohio,OH,Medina,39103.0,7913,13552,176029,93.2,30707
Ohio,OH,Meigs,39105.0,800,2378,23331,83.4,18816
Ohio,OH,Mercer,39107.0,1037,3530,40831,90.7,24157
Ohio,OH,Miami,39109.0,3155,10848,103900,88.4,25369
Ohio,OH,Monroe,39111.0,1191,1037,14465,86.4,21487
Ohio,OH,Montgomery,39113.0,33352,35239,533116,88.2,24997
Ohio,OH,Morgan,39115.0,566,1374,14843,85.6,21027
Ohio,OH,Morrow,39117.0,1164,2969,35152,87.8,22228
Ohio,OH,Muskingum,39119.0,3066,6112,85818,87.1,20775
Ohio,OH,Noble,39121.0,522,1183,14363,80.1,18853
Ohio,OH,Ottawa,39123.0,2566,2968,41154,91.5,27979
Ohio,OH,Paulding,39125.0,723,1313,18989,88.6,22714
Ohio,OH,Perry,39127.0,1465,2539,35812,84.2,19372
Ohio,OH,Pickaway,39129.0,2097,3515,56876,84.9,23851
Ohio,OH,Pike,39131.0,1336,1711,28256,77.6,20071
Ohio,OH,Portage,39133.0,8665,10795,161882,91.0,25332
Ohio,OH,Preble,39135.0,1176,5019,41586,87.8,23374
Ohio,OH,Putnam,39137.0,811,2778,34171,91.9,25481
Ohio,OH,Richland,39139.0,5225,8829,121942,86.2,21932
Ohio,OH,Ross,39141.0,3582,4743,77159,84.1,21310
Ohio,OH,Sandusky,39143.0,2866,4159,60179,88.6,22799
Ohio,OH,Scioto,39145.0,3499,5729,77258,81.3,19437
Ohio,OH,Seneca,39147.0,2081,3403,55669,89.4,22075
Ohio,OH,Shelby,39149.0,1284,4556,48951,88.2,24028
Ohio,OH,Stark,39151.0,21515,26047,375736,89.1,24453
Ohio,OH,Summit,39153.0,38874,55376,541943,90.3,27818
Ohio,OH,Trumbull,39155.0,17903,15125,205175,87.7,22568
Ohio,OH,Tuscarawas,39157.0,4479,6025,92788,86.7,21966
Ohio,OH,Union,39159.0,1580,3652,53776,92.2,28852
Ohio,OH,Van Wert,39161.0,710,2426,28462,90.8,22790
Ohio,OH,Vinton,39163.0,515,1023,13234,80.4,18101
Ohio,OH,Warren,39165.0,6970,20244,221659,92.0,33172
Ohio,OH,Washington,39167.0,2557,5048,61213,88.8,23496
Ohio,OH,Wayne,39169.0,3448,6496,115537,85.9,23061
Ohio,OH,Williams,39171.0,1007,2806,37291,89.3,21350
Ohio,OH,Wood,39173.0,6108,6911,129590,93.1,26326
Ohio,OH,Wyandot,39175.0,661,1720,22353,89.6,22382
Oklahoma,OK,Adair,40001.0,582,491,22186,77.4,15116
Oklahoma,OK,Alfalfa,40003.0,92,337,5790,86.1,22488
Oklahoma,OK,Atoka,40005.0,370,278,13796,83.1,17842
Oklahoma,OK,Beaver,40007.0,52,285,5486,83.8,26109
Oklahoma,OK,Beckham,40009.0,464,665,23691,82.0,23959
Oklahoma,OK,Blaine,40011.0,313,452,9917,82.7,20242
Oklahoma,OK,Bryan,40013.0,1050,877,44486,83.0,20524
Oklahoma,OK,Caddo,40015.0,1060,585,29317,83.2,17858
Oklahoma,OK,Canadian,40017.0,3357,6201,129582,91.5,27552
Oklahoma,OK,Carter,40019.0,1240,1337,48821,85.7,21476
Oklahoma,OK,Cherokee,40021.0,2023,920,48341,85.1,18582
Oklahoma,OK,Choctaw,40023.0,384,306,15161,80.5,17739
Oklahoma,OK,Cimarron,40025.0,22,124,2294,81.7,23514
Oklahoma,OK,Cleveland,40027.0,10433,9387,269908,90.9,26920
Oklahoma,OK,Coal,40029.0,136,102,5807,80.7,19752
Oklahoma,OK,Comanche,40031.0,3523,2378,125033,89.0,22363
Oklahoma,OK,Cotton,40033.0,204,144,6150,85.8,21452
Oklahoma,OK,Craig,40035.0,609,418,14582,83.0,19820
Oklahoma,OK,Creek,40037.0,2301,3327,70632,84.8,22327
Oklahoma,OK,Custer,40039.0,750,777,29500,85.0,23261
Oklahoma,OK,Delaware,40041.0,1447,1721,41446,84.7,21109
Oklahoma,OK,Dewey,40043.0,134,259,4914,87.5,24860
Oklahoma,OK,Ellis,40045.0,70,244,4150,88.3,27183
Oklahoma,OK,Garfield,40047.0,1403,2741,63091,85.7,24177
Oklahoma,OK,Garvin,40049.0,909,899,27561,83.3,21285
Oklahoma,OK,Grady,40051.0,1629,2274,53854,85.1,23500
Oklahoma,OK,Grant,40053.0,125,333,4501,90.1,27469
Oklahoma,OK,Greer,40055.0,164,111,6151,79.6,17969
Oklahoma,OK,Harmon,40057.0,122,46,2798,75.3,18582
Oklahoma,OK,Harper,40059.0,68,188,3812,85.4,22675
Oklahoma,OK,Haskell,40061.0,475,249,12896,78.0,18896
Oklahoma,OK,Hughes,40063.0,537,270,13806,77.3,18268
Oklahoma,OK,Jackson,40065.0,505,753,25998,84.2,22925
Oklahoma,OK,Jefferson,40067.0,197,130,6292,81.5,19042
Oklahoma,OK,Johnston,40069.0,260,254,11103,80.8,19967
Oklahoma,OK,Kay,40071.0,1288,1926,45478,86.4,22207
Oklahoma,OK,Kingfisher,40073.0,268,861,15532,86.2,25773
Oklahoma,OK,Kiowa,40075.0,331,233,9336,86.0,23576
Oklahoma,OK,Latimer,40077.0,499,179,10693,84.0,22603
Oklahoma,OK,LeFlore,40079.0,1498,949,49761,80.5,18141
Oklahoma,OK,Lincoln,40081.0,1161,1593,34619,85.2,21888
Oklahoma,OK,Logan,40083.0,1314,2244,45276,89.4,25620
Oklahoma,OK,Love,40085.0,314,216,9773,83.4,19910
Oklahoma,OK,Major,40093.0,140,481,7750,87.4,27168
Oklahoma,OK,Marshall,40095.0,400,485,16182,79.3,19583
Oklahoma,OK,Mayes,40097.0,1659,1570,40816,84.3,20585
Oklahoma,OK,McClain,40087.0,1157,1758,37313,87.1,25293
Oklahoma,OK,McCurtain,40089.0,712,472,33050,80.8,17615
Oklahoma,OK,McIntosh,40091.0,1022,572,20088,81.4,19100
Oklahoma,OK,Murray,40099.0,544,346,13803,82.8,21870
Oklahoma,OK,Muskogee,40101.0,3381,1477,69966,84.9,19868
Oklahoma,OK,Noble,40103.0,362,593,11494,87.3,21947
Oklahoma,OK,Nowata,40105.0,406,430,10524,84.2,19256
Oklahoma,OK,Okfuskee,40107.0,421,244,12186,80.1,16528
Oklahoma,OK,Oklahoma,40109.0,34255,22117,766215,85.8,26561
Oklahoma,OK,Okmulgee,40111.0,1867,970,39095,85.4,19753
Oklahoma,OK,Osage,40113.0,2390,1698,47981,87.6,22353
Oklahoma,OK,Ottawa,40115.0,972,648,32105,83.6,18331
Oklahoma,OK,Pawnee,40117.0,603,686,16401,87.4,21220
Oklahoma,OK,Payne,40119.0,2622,2389,80264,90.0,20868
Oklahoma,OK,Pittsburg,40121.0,1717,1086,44626,83.3,21966
Oklahoma,OK,Pontotoc,40123.0,1186,923,38005,86.7,22381
Oklahoma,OK,Pottawatomie,40125.0,2300,2309,71811,86.1,20937
Oklahoma,OK,Pushmataha,40127.0,317,219,11125,80.8,18542
Oklahoma,OK,Roger Mills,40129.0,100,128,3761,91.3,27326
Oklahoma,OK,Rogers,40131.0,2810,4807,89815,90.4,27365
Oklahoma,OK,Seminole,40133.0,932,560,25421,82.3,18321
Oklahoma,OK,Sequoyah,40135.0,1359,946,41358,81.3,18131
Oklahoma,OK,Stephens,40137.0,1174,1607,44493,85.5,23038
Oklahoma,OK,Texas,40139.0,267,777,21853,71.0,22064
Oklahoma,OK,Tillman,40141.0,214,193,7628,77.3,18035
Oklahoma,OK,Tulsa,40143.0,25372,23900,629598,88.5,27676
Oklahoma,OK,Wagoner,40145.0,2493,3462,75702,88.8,24874
Oklahoma,OK,Washington,40147.0,1649,2269,51937,89.4,27053
Oklahoma,OK,Washita,40149.0,292,352,11547,85.0,23811
Oklahoma,OK,Woods,40151.0,217,486,9288,88.8,26022
Oklahoma,OK,Woodward,40153.0,343,1117,21529,85.3,24922
